time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,windSpeed,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1432233000,Foggy in the morning.,partly-cloudy-day,1432253294,1432302102,0.15,0,0,0,43.18,1432287000,31.59,1432344600,43.18,1432287000,31.59,1432344600,8.9,0.21,3.83,291,0.31,8,1432283400,4.014,29.58,1432247400,43.18,1432287000,29.58,1432247400,43.18,1432287000
1432319400,Partly cloudy throughout the day.,partly-cloudy-day,1432339672,1432388534,0.19,0,0,0,44.1,1432373400,32.58,1432427400,44.1,1432373400,32.58,1432427400,7.34,0.17,5.06,283,0.25,7,1432373400,3.716,31.59,1432344600,44.1,1432373400,31.59,1432344600,44.1,1432373400
1432405800,Foggy in the morning.,clear-day,1432426050,1432474967,0.22,0,0,0,42.57,1432463400,32.58,1432513800,42.57,1432463400,33.54,1432513800,10.81,0.2,5.21,276,7,7,1432459800,3.618,32.58,1432427400,42.57,1432463400,32.58,1432427400,42.57,1432463400
1432492200,Partly cloudy throughout the day.,clear-day,1432512430,1432561399,0.25,0,0,0,44.1,1432542600,33.59,1432600200,44.1,1432542600,34.16,1432596600,11.72,0.23,5.29,273,7,7,1432546200,4.023,32.58,1432513800,44.1,1432542600,33.54,1432513800,44.1,1432542600
1432578600,Clear throughout the day.,clear-day,1432598811,1432647831,0.28,0,0,0,43.6,1432632600,29.09,1432686600,43.6,1432632600,29.09,1432686600,11.2,0.22,4.98,277,0,7,1432578600,3.838,33.59,1432600200,43.6,1432632600,34.16,1432596600,43.6,1432632600
1432665000,Clear throughout the day.,clear-day,1432685194,1432734262,0.31,0,0,0,43.6,1432722600,29.58,1432773000,43.6,1432722600,29.58,1432773000,-2.86,0.1,2.43,1,0,7,1432690200,4.111,29.09,1432686600,43.6,1432722600,29.09,1432686600,43.6,1432722600
1432751400,Foggy throughout the day.,partly-cloudy-day,1432771577,1432820693,0.34,0,0,0,43.08,1432805400,32.6,1432848600,43.08,1432805400,32.6,1432848600,10.26,0.21,3.59,276,0.34,6,1432805400,2.896,29.58,1432773000,43.08,1432805400,29.58,1432773000,43.08,1432805400
1432837800,Foggy in the morning.,clear-day,1432857962,1432907123,0.37,0,0,0,42.57,1432895400,32.58,1432938600,42.57,1432895400,32.58,1432938600,10.02,0.2,2.91,317,10,6,1432881000,3.478,32.6,1432848600,42.57,1432895400,32.6,1432848600,42.57,1432895400
1432924200,Partly cloudy throughout the day.,partly-cloudy-day,1432944348,1432993554,0.4,0,0,0,41.57,1432978200,33.09,1433039400,41.57,1432978200,33.09,1433039400,11.12,0.21,2.28,0.25,6,6,1432978200,4.118,32.58,1432938600,41.57,1432978200,32.58,1432938600,41.57,1432978200
1433010600,Foggy in the morning and afternoon.,partly-cloudy-day,1433030735,1433079983,0.43,0,0,0,42.87,1433064600,42.87,1433064600,8.75,0.19,2.93,0.19,10,0.21,2.28,0.25,6,6,1433053800,2.846,33.09,1433039400,42.87,1433064600,33.09,1433039400,42.87,1433064600
1433097000,Foggy in the afternoon.,partly-cloudy-day,1433117124,1433166412,0.47,0,0,0,40.07,1433147400,26.08,1433205000,40.07,1433147400,26.1,1433205000,10.12,0.23,5.26,101,0.27,12,1433140200,2.944,28.6,1433118600,40.07,1433147400,28.6,1433118600,40.07,1433147400
1433183400,Foggy in the morning.,partly-cloudy-day,1433203513,1433252841,0.5,0,0,0,39.58,1433241000,29.58,1433291400,39.58,1433241000,29.58,1433291400,11.2,0.26,3.25,196,0.43,9,1433226600,3.721,26.08,1433205000,39.58,1433241000,26.1,1433205000,39.58,1433241000
1433269800,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1433289904,1433339269,0.53,0,0,0,38.28,1433323800,24.07,1433374200,38.28,1433323800,24.39,1433374200,13.6,0.37,3.16,279,0.64,9,1433313000,3.662,25.07,1433341800,38.28,1433323800,25.44,1433349000,38.28,1433323800
1433356200,Foggy in the morning.,partly-cloudy-day,1433376296,1433425696,0.57,0,0,0,34.08,1433406600,27.57,1433460600,34.16,1433406600,28.18,1433460600,16.02,0.44,2.57,0.37,10,9,1433399400,3.58,24.07,1433374200,34.08,1433406600,24.39,1433374200,34.16,1433406600
1433442600,Foggy in the morning.,partly-cloudy-day,1433462689,1433512123,0.6,0,0,0,38.58,1433503800,30.08,1433550600,38.58,1433503800,30.08,1433550600,12.93,0.3,2.46,0.27,10,9,1433489400,3.55,27.57,1433460600,38.58,1433503800,28.18,1433460600,38.58,1433503800
1433529000,Foggy in the morning and overnight.,partly-cloudy-day,1433549084,1433598549,0.64,0,0,0,39.58,1433583000,29.58,1433637000,39.58,1433583000,29.58,1433637000,11.95,0.24,2.44,0.15,10,9,1433572200,3.676,30.08,1433550600,39.58,1433583000,30.08,1433550600,39.58,1433583000
1433615400,Foggy in the morning.,partly-cloudy-day,1433635480,1433684975,0.68,0,0,0,42.57,1433669400,31.6,1433723400,42.57,1433669400,31.6,1433723400,10.25,0.23,2.23,285,0.19,7,1433669400,3.361,29.58,1433637000,42.57,1433669400,29.58,1433637000,42.57,1433669400
1433701800,Foggy in the morning.,partly-cloudy-day,1433721877,1433771399,0.71,0,0,0,44.1,1433755800,34.08,1433813400,44.1,1433755800,34.08,1433813400,7.12,0.16,2.9,299,0.33,11,1433745000,3.729,31.6,1433723400,44.1,1433755800,31.6,1433723400,44.1,1433755800
1433788200,Mostly cloudy throughout the day.,partly-cloudy-day,1433808275,1433857823,0.75,0,0,0,35.58,1433845800,30.58,1433885400,35.59,1433845800,30.96,1433885400,15.2,0.32,4.68,300,0.68,6,1433831400,3.752,31.59,1433867400,37.59,1433788200,32.47,1433867400,37.59,1433788200
1433874600,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1433894674,1433944247,0.79,0,0,0,38.58,1433939400,26.59,1433989800,41.27,1433939400,29.45,1433989800,18.75,0.42,3.68,294,0.67,6,1433917800,3.752,30.47,1433961000,38.58,1433939400,30.96,1433885400,41.27,1433939400
1433961000,Humid throughout the day.,partly-cloudy-day,1433981074,1434030669,0.82,0,0,0,35.58,1434018600,27.57,1434069000,40.27,1434018600,30.05,1434069000,22.35,0.65,3.05,280,0.63,8,1434011400,3.418,26.59,1433989800,35.58,1434018600,29.07,1433993400,40.27,1434018600
1434047400,Mostly cloudy throughout the day.,partly-cloudy-day,1434067476,1434117091,0.86,0,0,0,38.58,1434101400,31.59,1434144600,42.11,1434101400,33.69,1434155400,20.42,0.49,2.96,273,0.56,7,1434097800,3.702,27.57,1434069000,38.58,1434101400,30.05,1434069000,42.11,1434101400
1434133800,Humid throughout the day.,partly-cloudy-day,1434153878,1434203511,0.9,0,0,0,40.56,1434191400,25.57,1434238200,42.56,1434191400,26.42,1434238200,19.57,0.45,3.66,268,0.55,9,1434177000,3.502,26.59,1434216600,40.56,1434191400,28.27,1434216600,42.56,1434191400
1434220200,Humid and foggy throughout the day.,partly-cloudy-day,1434240282,1434289931,0.93,0,0,0,36.6,1434267000,26.48,1434313800,40.08,1434267000,28.83,1434317400,22.18,0.68,2.99,230,0.61,9,1434263400,3.011,25.57,1434238200,36.6,1434267000,26.42,1434238200,40.08,1434267000
1434306600,Humid and foggy throughout the day.,partly-cloudy-day,1434326687,1434376350,0.97,0,0,0,36.09,1434371400,29.58,1434414600,37.78,1434360600,32.77,1434414600,20.43,0.57,2.15,0.32,5,9,1434360600,2.771,26.48,1434313800,36.09,1434371400,28.83,1434317400,37.78,1434360600
1434393000,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1434413093,1434462769,0,0,0,0,36.58,1434436200,30.58,1434497400,39.21,1434436200,33.24,1434497400,20.19,0.49,2.47,276,0.38,5,1434447000,3.029,29.58,1434414600,36.58,1434436200,32.77,1434414600,39.21,1434436200
1434479400,Foggy in the morning.,partly-cloudy-day,1434499500,1434549186,0.04,0,0,0,40.07,1434540600,31.59,1434587400,40.27,1434529800,31.59,1434587400,17.62,0.37,1.68,0.3,10,5,1434522600,3.632,30.58,1434497400,40.07,1434540600,33.24,1434497400,40.27,1434529800
1434565800,Foggy overnight.,partly-cloudy-day,1434585908,1434635602,0.07,0,0,0,40.56,1434619800,32.09,1434673800,40.77,1434619800,35.45,1434673800,16.36,0.31,1.78,6,0.31,10,1434612600,3.581,31.59,1434587400,40.56,1434619800,31.59,1434587400,40.77,1434619800
1434652200,Humid throughout the day.,partly-cloudy-day,1434672318,1434722017,0.1,0,0,0,41.57,1434706200,32.09,1434760200,42.17,1434706200,33.91,1434760200,17.64,0.33,1.32,99,0.48,10,1434695400,3.204,32.09,1434673800,41.57,1434706200,35.45,1434673800,42.17,1434706200
1434738600,Humid throughout the day.,partly-cloudy-day,1434758728,1434808431,0.13,0,0,0,41.57,1434789000,30.58,1434843000,44.53,1434796200,35.59,1434846600,19.3,0.38,2.26,126,0.45,9,1434781800,3.48,32.09,1434760200,41.57,1434789000,33.91,1434760200,44.53,1434796200
1434825000,Humid throughout the day.,partly-cloudy-day,1434845139,1434894844,0.16,0,0,0,39.58,1434882600,31.59,1434936600,43.82,1434882600,35.29,1434936600,21.93,0.47,3.58,82,0.42,9,1434868200,3.311,30.58,1434843000,39.58,1434882600,35.59,1434846600,43.82,1434882600
1434911400,Foggy in the evening and overnight.,partly-cloudy-day,1434931552,1434981257,0.2,0,0,0,39.58,1434965400,29.58,1435015800,43.19,1434961800,33.57,1435015800,21.39,0.48,3.51,87,0.53,9,1434954600,3.263,31.59,1434936600,39.58,1434965400,34.44,1434983400,43.19,1434961800
1434997800,Humid throughout the day.,partly-cloudy-day,1435017965,1435067668,0.23,0,0,0,39.08,1435051800,28.59,1435095000,43.19,1435051800,31.46,1435095000,21.99,0.55,3.18,255,0.47,10,1435041000,2.882,28.68,1435084200,39.08,1435051800,32,1435084200,43.19,1435051800
1435084200,Humid and foggy throughout the day.,partly-cloudy-day,1435104379,1435154078,0.26,0,0,0,33.59,1435127400,26.39,1435181400,38.82,1435127400,29.47,1435181400,23.74,0.76,2.88,122,0.67,9,1435127400,2.317,26.59,1435141800,33.59,1435127400,29.66,1435141800,38.82,1435127400
1435170600,Humid throughout the day.,partly-cloudy-day,1435190794,1435240486,0.29,0,0,0,33.59,1435228200,26.59,1435275000,38.28,1435228200,28.73,1435275000,23.37,0.71,3.42,302,0.67,8,1435221000,3.24,26.39,1435181400,33.59,1435228200,29.47,1435181400,38.28,1435228200
1435257000,Humid throughout the day.,partly-cloudy-day,1435277210,1435326894,0.32,0,0,0,35.58,1435318200,28.08,1435365000,41.34,1435307400,31.92,1435332600,22.81,0.65,4.04,278,0.44,9,1435300200,3.552,26.59,1435275000,35.58,1435318200,28.73,1435275000,41.34,1435307400
1435343400,Humid and foggy throughout the day.,partly-cloudy-day,1435363627,1435413301,0.35,0,0,0,37.57,1435404600,29.58,1435451400,42.74,1435401000,32.77,1435451400,22.82,0.6,3.38,275,0.53,9,1435386600,2.566,28.08,1435365000,37.57,1435404600,32.07,1435365000,42.74,1435401000
1435429800,Humid and foggy throughout the day.,partly-cloudy-day,1435450045,1435499706,0.38,0,0,0,39.58,1435491000,28.59,1435530600,41.65,1435476600,32.12,1435527000,20.68,0.47,3.29,293,0.45,10,1435476600,2.84,29.58,1435451400,39.58,1435491000,32.77,1435451400,41.65,1435476600
1435516200,Humid throughout the day.,partly-cloudy-day,1435536464,1435586111,0.41,0,0,0,39.08,1435577400,25.07,1435595400,42.56,1435573800,26.16,1435595400,22.41,0.61,2.51,132,0.48,9,1435563000,2.985,25.07,1435595400,39.08,1435577400,26.16,1435595400,42.56,1435573800
1435602600,Humid and foggy throughout the day.,partly-cloudy-day,1435622883,1435672514,0.45,0,0,0,32.58,1435653000,25.07,1435674600,40.02,1435653000,26.08,1435674600,24.13,0.84,1.88,243,0.69,9,1435649400,2.33,25.07,1435674600,32.58,1435653000,26.08,1435674600,40.02,1435653000
1435689000,Humid and foggy throughout the day.,partly-cloudy-day,1435709303,1435758916,0.48,0,0,0,35.58,1435743000,26.59,1435786200,42,1435743000,29.07,1435786200,23.67,0.71,3.07,269,0.51,9,1435735800,2.514,25.57,1435689000,35.58,1435743000,26.49,1435696200,42,1435743000
1435775400,Humid and foggy throughout the day.,partly-cloudy-day,1435795724,1435845316,0.52,0,0,0,34.08,1435825800,27.47,1435869000,40.7,1435822200,31.16,1435887000,23.6,0.73,2.75,282,0.56,10,1435822200,2.339,26.59,1435786200,34.08,1435825800,29.07,1435786200,40.7,1435822200
1435861800,Humid and foggy throughout the day.,partly-cloudy-day,1435882146,1435931716,0.56,0,0,0,35.58,1435919400,29.58,1435959000,42,1435919400,32.41,1435973400,23.26,0.62,3.66,273,0.49,8,1435912200,2.681,27.47,1435869000,35.58,1435919400,31.16,1435887000,42,1435919400
1435948200,Humid and foggy throughout the day.,partly-cloudy-day,1435968569,1436018114,0.59,0,0,0,36.6,1436005800,29.58,1436059800,40.54,1436005800,32.41,1436059800,21.81,0.54,4.74,271,0.23,10,1435995000,2.653,29.58,1435959000,36.6,1436005800,32.41,1435973400,40.54,1436005800
1436034600,Foggy throughout the day.,clear-day,1436054992,1436104511,0.63,0,0,0,37.57,1436095800,30.58,1436146200,40.85,1436095800,34.03,1436146200,20.76,0.48,5.55,268,1,10,1436099400,2.502,29.58,1436059800,37.57,1436095800,32.41,1436059800,40.85,1436095800
1436121000,Humid and foggy throughout the day.,partly-cloudy-day,1436141416,1436190907,0.67,0,0,0,36.09,1436185800,30.58,1436229000,39.02,1436185800,34.92,1436229000,21.48,0.51,4.52,246,0.41,8,1436171400,2.504,30.58,1436146200,36.09,1436185800,34.03,1436146200,39.02,1436185800
1436207400,Humid throughout the day.,partly-cloudy-day,1436227840,1436277301,0.71,0,0,0,36.6,1436257800,28.08,1436315400,47.11,1436257800,32.85,1436315400,23.45,0.59,3.21,260,0.57,9,1436254200,3.041,30.58,1436229000,36.6,1436257800,34.92,1436229000,47.11,1436257800
1436293800,Humid and foggy throughout the day.,partly-cloudy-day,1436314265,1436363695,0.74,0,0,0,30.08,1436351400,26.59,1436387400,37.59,1436351400,30.1,1436387400,25.62,0.85,2.11,278,0.72,6,1436340600,2.668,26.59,1436337000,30.58,1436293800,30.1,1436337000,37.59,1436351400
1436380200,Humid and foggy throughout the day.,partly-cloudy-day,1436400691,1436450087,0.78,0,0,0,30.08,1436445000,25.57,1436491800,37.34,1436441400,27.04,1436491800,25.73,0.88,3.68,297,0.75,6,1436427000,2.429,26.08,1436427000,30.08,1436445000,28.53,1436427000,37.34,1436441400
1436466600,Humid and foggy throughout the day.,partly-cloudy-day,1436487117,1436536478,0.81,0,0,0,28.59,1436535000,25.57,1436574600,33.8,1436535000,27.04,1436574600,25.13,0.89,2.35,317,0.84,5,1436517000,2.37,25.57,1436491800,28.59,1436535000,27.04,1436491800,33.8,1436535000
1436553000,Humid and foggy throughout the day.,partly-cloudy-day,1436573544,1436622867,0.85,0,0,0,31.38,1436603400,24.57,1436639400,38.72,1436603400,25.32,1436643000,24.71,0.83,2,93,0.74,7,1436599800,2.783,24.57,1436639400,31.38,1436603400,25.36,1436639400,38.72,1436603400
1436639400,Humid and foggy throughout the day.,partly-cloudy-day,1436659971,1436709256,0.88,0,0,0,32.58,1436700600,27.59,1436747400,36.78,1436693400,30.6,1436751000,23.25,0.74,3.53,298,0.56,6,1436689800,2.731,24.57,1436639400,32.58,1436700600,25.32,1436643000,36.78,1436693400
1436725800,Humid and foggy throughout the day.,partly-cloudy-day,1436746398,1436795643,0.92,0,0,0,36.48,1436779800,26.59,1436805000,41.5,1436787000,29.66,1436805000,23.85,0.73,3.53,279,0.51,10,1436769000,2.581,26.59,1436805000,36.48,1436779800,29.66,1436805000,41.5,1436787000
1436812200,Humid throughout the day.,partly-cloudy-day,1436832826,1436882028,0.95,0,0,0,35.58,1436873400,28.08,1436927400,42.65,1436873400,30.77,1436927400,24.23,0.68,4.09,288,0.43,8,1436859000,2.684,26.59,1436812200,35.58,1436873400,29.66,1436812200,42.65,1436873400
1436898600,Humid throughout the day.,partly-cloudy-day,1436919255,1436968413,0.99,0,0,0,37.57,1436952600,29.58,1437003000,43.72,1436952600,33.81,1436999400,22.66,0.56,3.22,270,0.4,10,1436945400,3.126,28.08,1436927400,37.57,1436952600,30.77,1436927400,43.72,1436952600
1436985000,Humid throughout the day.,partly-cloudy-day,1437005684,1437054796,0.02,0,0,0,37.08,1437042600,28.08,1437093000,41.16,1437042600,32.07,1437093000,22.64,0.58,2.42,272,0.58,7,1437024600,3.441,29.58,1437003000,37.08,1437042600,33.81,1436999400,41.16,1437042600
1437071400,Humid and foggy throughout the day.,partly-cloudy-day,1437092113,1437141178,0.05,0,0,0,36.09,1437125400,27.08,1437175800,41.46,1437125400,29.16,1437143400,23.7,0.69,0.91,254,0.64,8,1437118200,2.706,27.08,1437132600,36.09,1437125400,29.16,1437143400,41.46,1437125400
1437157800,Humid and foggy throughout the day.,partly-cloudy-day,1437178543,1437227559,0.08,0,0,0,33.09,1437201000,26.59,1437226200,43.33,1437208200,29.45,1437226200,25.77,0.86,1.11,259,0.82,6,1437204600,2.314,25.58,1437219000,33.09,1437201000,26.64,1437219000,43.33,1437208200
1437244200,Humid and foggy throughout the day.,partly-cloudy-day,1437264972,1437313938,0.11,0,0,0,33.59,1437294600,26.59,1437312600,41.46,1437291000,29.26,1437334200,25.21,0.83,2.11,272,0.69,8,1437291000,2.026,26.59,1437305400,33.59,1437294600,29.45,1437330600,41.46,1437291000
1437330600,Humid throughout the day.,partly-cloudy-day,1437351403,1437400316,0.14,0,0,0,32.09,1437381000,27.57,1437413400,40.79,1437381000,32.96,1437413400,24.89,0.81,2.53,120,0.79,6,1437377400,2.816,26.59,1437330600,32.09,1437381000,29.26,1437334200,40.79,1437381000
1437417000,Humid throughout the day.,partly-cloudy-day,1437437833,1437486693,0.17,0,0,0,34.57,1437474600,28.59,1437514200,42.73,1437474600,34.84,1437514200,25.68,0.77,2.07,81,0.6,8,1437463800,3.012,27.57,1437417000,34.57,1437474600,32.96,1437417000,42.73,1437474600
1437503400,Humid throughout the day.,partly-cloudy-day,1437524263,1437573069,0.2,0,0,0,35.07,1437564600,28.59,1437611400,42.25,1437550200,34.84,1437611400,25.4,0.72,2.84,82,0.54,8,1437550200,3.06,28.59,1437514200,35.07,1437564600,34.84,1437514200,42.25,1437550200
1437589800,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1437610694,1437659443,0.23,0,0,0,35.58,1437647400,28.08,1437697800,44.09,1437651000,33.32,1437701400,25.69,0.73,3.27,86,0.56,8,1437636600,3.632,28.59,1437611400,35.58,1437647400,34.84,1437611400,44.09,1437651000
1437676200,Humid throughout the day.,partly-cloudy-day,1437697125,1437745817,0.27,0,0,0,33.09,1437719400,28.08,1437766200,41.46,1437719400,32.85,1437784200,25.43,0.76,2.69,109,0.54,8,1437726600,3.548,28.08,1437697800,33.09,1437719400,33.32,1437701400,41.46,1437719400
1437762600,Humid and foggy throughout the day.,partly-cloudy-day,1437783556,1437832189,0.3,0,0,0,33.59,1437816600,27.17,1437859800,40.71,1437813000,31.16,1437877800,24.71,0.71,3.27,67,0.52,8,1437809400,2.997,28.08,1437766200,33.59,1437816600,32.85,1437784200,40.71,1437813000
1437849000,Humid and foggy throughout the day.,partly-cloudy-day,1437869987,1437918559,0.33,0,0,0,28.59,1437888600,23.57,1437946200,32.41,1437906600,24.5,1437946200,24.52,0.88,5.23,98,0.82,6,1437895800,2.308,24.57,1437931800,28.59,1437888600,25.61,1437931800,32.41,1437863400
1437935400,Humid throughout the day.,cloudy,1437956419,1438004929,0.36,0,0,0,27.47,1437996600,23.57,1438039800,31.36,1437996600,24.5,1438039800,23.63,0.91,4.52,149,0.9,6,1437982200,2.237,23.57,1437946200,27.47,1437996600,24.5,1437946200,31.36,1437996600
1438021800,Humid throughout the day.,partly-cloudy-day,1438042850,1438091297,0.4,0,0,0,27.57,1438072200,23.57,1438119000,31.16,1438075800,24.43,1438119000,23.15,0.87,4.84,149,0.86,5,1438072200,2.905,23.57,1438039800,27.57,1438072200,24.5,1438039800,31.16,1438075800
1438108200,Humid and foggy throughout the day.,partly-cloudy-day,1438129281,1438177665,0.43,0,0,0,27.57,1438151400,24.57,1438187400,31.49,1438165800,25.46,1438212600,23.53,0.89,3.84,169,0.79,6,1438151400,2.716,23.57,1438119000,27.57,1438151400,24.43,1438119000,31.49,1438165800
1438194600,Humid and foggy throughout the day.,cloudy,1438215713,1438264031,0.47,0,0,0,28.59,1438248600,25.57,1438295400,32.92,1438248600,26.42,1438299000,23.73,0.88,4.27,231,0.92,5,1438245000,2.561,24.57,1438198200,28.59,1438248600,25.46,1438212600,32.92,1438248600
1438281000,Humid and foggy throughout the day.,partly-cloudy-day,1438302144,1438350396,0.51,0,0,0,28.99,1438324200,24.57,1438389000,33.38,1438324200,25.46,1438389000,23.59,0.82,3.34,242,0.83,5,1438331400,2.75,25.57,1438295400,28.99,1438324200,26.42,1438299000,33.38,1438324200
1438367400,Humid and foggy throughout the day.,partly-cloudy-day,1438388575,1438436759,0.55,0,0,0,27.57,1438432200,25.57,1438468200,30.57,1438432200,26.56,1438468200,23.56,0.86,2.26,248,0.81,6,1438407000,2.419,24.57,1438389000,27.57,1438432200,25.46,1438389000,30.57,1438432200
1438453800,Humid and foggy throughout the day.,partly-cloudy-day,1438475007,1438523122,0.58,0,0,0,30.58,1438515000,26.08,1438561800,35.94,1438515000,28.17,1438561800,24.1,0.83,2.37,264,0.76,6,1438500600,2.472,25.57,1438468200,30.58,1438515000,26.56,1438468200,35.94,1438515000
1438540200,Humid throughout the day.,partly-cloudy-day,1438561438,1438609483,0.62,0,0,0,30.08,1438605000,26.59,1438651800,37.59,1438605000,29.26,1438651800,24.53,0.83,2.79,299,0.61,6,1438583400,2.765,26.08,1438561800,30.08,1438605000,28.17,1438561800,37.59,1438605000
1438626600,Humid and foggy throughout the day.,partly-cloudy-day,1438647869,1438695844,0.66,0,0,0,33.09,1438684200,27.57,1438727400,42.25,1438684200,30.86,1438738200,25.02,0.76,2.9,310,0.5,8,1438673400,2.885,26.59,1438651800,33.09,1438684200,29.26,1438651800,42.25,1438684200
1438713000,Humid and foggy throughout the day.,partly-cloudy-day,1438734300,1438782203,0.7,0,0,0,32.09,1438763400,27.57,1438821000,40.8,1438774200,30.57,1438821000,25.24,0.78,2.31,300,0.68,6,1438759800,2.478,27.57,1438727400,32.09,1438763400,30.86,1438738200,40.8,1438774200
1438799400,Humid and foggy throughout the day.,partly-cloudy-day,1438820732,1438868561,0.73,0,0,0,31.59,1438853400,27.57,1438911000,40.04,1438853400,31.16,1438911000,25.21,0.77,3.24,285,0.62,8,1438846200,2.851,27.57,1438821000,31.59,1438853400,30.57,1438821000,40.04,1438853400
1438885800,Humid and foggy throughout the day.,partly-cloudy-day,1438907162,1438954918,0.77,0,0,0,32.58,1438939800,27.57,1438975800,40.02,1438939800,32.41,1438975800,24.69,0.76,2.53,275,0.66,6,1438932600,2.821,27.57,1438911000,32.58,1438939800,31.16,1438911000,40.02,1438939800
1438972200,Humid and foggy throughout the day.,partly-cloudy-day,1438993593,1439041274,0.8,0,0,0,31.08,1439033400,27.57,1439069400,39.24,1439037000,31.89,1439069400,25.38,0.81,2.22,267,0.82,6,1439019000,2.76,27.57,1438975800,31.08,1439033400,32.41,1438975800,39.24,1439037000
1439058600,Humid and foggy throughout the day.,partly-cloudy-day,1439080024,1439127629,0.84,0,0,0,32.58,1439109000,26.59,1439166600,40.02,1439109000,30.1,1439166600,25.15,0.8,2.59,255,0.72,6,1439109000,2.836,27.57,1439069400,32.58,1439109000,31.89,1439069400,40.02,1439109000
1439145000,Humid and foggy throughout the day.,partly-cloudy-day,1439166454,1439213983,0.87,0,0,0,30.58,1439181000,26.59,1439213400,37.74,1439188200,29.66,1439217000,25.46,0.88,2.3,282,0.73,6,1439191800,2.601,26.59,1439166600,30.58,1439181000,29.66,1439217000,37.74,1439188200
1439231400,Humid throughout the day.,partly-cloudy-day,1439252885,1439300336,0.9,0,0,0,29.58,1439274600,26.59,1439332200,36.71,1439274600,30.1,1439332200,26.18,0.92,2.12,276,0.78,6,1439278200,2.582,26.59,1439235000,29.58,1439274600,30.1,1439235000,36.71,1439274600
1439317800,Humid and foggy throughout the day.,partly-cloudy-day,1439339315,1439386688,0.94,0,0,0,33.59,1439371800,27.08,1439425800,43.8,1439371800,32.01,1439425800,25.99,0.83,1.63,117,0.68,8,1439364600,2.702,26.59,1439332200,33.59,1439371800,30.1,1439332200,43.8,1439371800
1439404200,Humid and foggy throughout the day.,partly-cloudy-day,1439425745,1439473039,0.97,0,0,0,34.57,1439454600,28.59,1439508600,42.73,1439458200,34.29,1439508600,26.05,0.79,1.3,133,0.54,8,1439451000,2.808,27.08,1439425800,34.57,1439454600,32.01,1439425800,42.73,1439458200
1439490600,Humid and foggy throughout the day.,partly-cloudy-day,1439512174,1439559389,0,0,0,0,31.08,1439530200,27.57,1439587800,39.24,1439530200,33.52,1439598600,26.26,0.84,1.56,337,0.71,6,1439537400,2.732,28.08,1439541000,31.08,1439530200,33.32,1439541000,39.24,1439530200
1439577000,Humid throughout the day.,partly-cloudy-day,1439598604,1439645738,0.03,0,0,0,29.58,1439620200,25.57,1439674200,38.04,1439620200,26.56,1439674200,26.17,0.88,1.96,275,0.76,6,1439623800,2.594,27.08,1439663400,29.58,1439620200,31.51,1439663400,38.04,1439620200
1439663400,Humid throughout the day.,partly-cloudy-day,1439685033,1439732086,0.06,0,0,0,33.09,1439721000,26.59,1439739000,38.75,1439721000,29.66,1439739000,24.4,0.8,2.49,282,0.65,8,1439710200,2.87,25.57,1439674200,33.09,1439721000,26.56,1439674200,38.75,1439721000
1439749800,Humid and foggy throughout the day.,partly-cloudy-day,1439771462,1439818434,0.09,0,0,0,32.58,1439800200,27.57,1439847000,42.33,1439800200,31.91,1439857800,26.32,0.86,2.28,300,0.66,8,1439793000,2.481,26.59,1439749800,32.58,1439800200,29.66,1439749800,42.33,1439800200
1439836200,Humid throughout the day.,partly-cloudy-day,1439857891,1439904780,0.12,0,0,0,34.08,1439890200,26.59,1439940600,43.66,1439890200,29.66,1439940600,25.51,0.75,4.14,288,0.49,8,1439883000,3.565,27.57,1439847000,34.08,1439890200,31.91,1439857800,43.66,1439890200
1439922600,Humid throughout the day.,partly-cloudy-day,1439944320,1439991126,0.15,0,0,0,33.59,1439980200,26.08,1440030600,38.82,1439980200,28.06,1440030600,24.16,0.72,3.14,281,0.5,6,1439962200,3.192,26.59,1439940600,33.59,1439980200,29.66,1439940600,38.82,1439980200
1440009000,Humid throughout the day.,partly-cloudy-day,1440030748,1440077470,0.18,0,0,0,31.59,1440055800,25.57,1440117000,35.75,1440059400,26.49,1440117000,22.75,0.68,5.26,266,0.44,8,1440055800,3.363,26.08,1440030600,31.59,1440055800,28.06,1440030600,35.75,1440059400
1440095400,Humid throughout the day.,partly-cloudy-day,1440117177,1440163814,0.21,0,0,0,32.58,1440149400,25.57,1440203400,36.06,1440149400,26.29,1440203400,22.27,0.68,4.57,266,0.5,6,1440145800,3.416,25.57,1440117000,32.58,1440149400,26.49,1440117000,36.06,1440149400
1440181800,Humid throughout the day.,partly-cloudy-day,1440203605,1440250157,0.25,0,0,0,33.09,1440239400,26.59,1440282600,36.22,1440239400,28.57,1440282600,22.19,0.66,4.11,275,0.48,7,1440221400,3.752,25.57,1440203400,33.09,1440239400,26.29,1440203400,36.22,1440239400
