time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,windSpeed,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1378146600,Foggy in the morning.,partly-cloudy-day,1378168735,1378214190,0.94,0,0,0,33.59,1378200600,24.57,1378254600,37.15,1378197000,25.19,1378254600,21.08,0.61,3.4,281,0.31,7,1378197000,4.042,25.48,1378168200,33.59,1378200600,26,1378168200,37.15,1378197000
1378233000,Partly cloudy throughout the day.,partly-cloudy-day,1378255160,1378300525,0.97,0,0,0,33.59,1378287000,24.57,1378341000,35.81,1378283400,25.06,1378341000,20.53,0.62,3.2,275,0.29,9,1378276200,4.132,24.57,1378254600,33.59,1378287000,25.19,1378254600,35.81,1378283400
1378319400,Partly cloudy throughout the day.,partly-cloudy-day,1378341585,1378386859,0.01,0,0,0,33.59,1378377000,24.07,1378427400,34.96,1378377000,24.57,1378427400,19.89,0.6,3.78,275,0.18,9,1378362600,4.797,24.57,1378341000,33.59,1378377000,25.06,1378341000,34.96,1378377000
1378405800,Partly cloudy throughout the day.,partly-cloudy-day,1378428010,1378473193,0.04,0,0,0,34.08,1378463400,24.07,1378513800,35.52,1378463400,24.45,1378513800,19.8,0.6,2.65,274,0.16,3,1378463400,3.971,24.07,1378427400,34.08,1378463400,24.57,1378427400,35.52,1378463400
1378492200,Partly cloudy throughout the day.,partly-cloudy-day,1378514435,1378559527,0.07,0,0,0,34.57,1378549800,26.59,1378600200,35.21,1378546200,27.76,1378600200,18.91,0.55,1.48,273,0.16,5,1378546200,4.252,24.07,1378513800,34.57,1378549800,24.45,1378513800,35.21,1378546200
1378578600,Partly cloudy throughout the day.,partly-cloudy-day,1378600860,1378645860,0.11,0,0,0,35.58,1378636200,25.57,1378686600,36.64,1378636200,26.17,1378686600,18.76,0.5,1.04,250,0.32,9,1378625400,4.404,26.59,1378600200,35.58,1378636200,27.76,1378600200,36.64,1378636200
1378665000,Partly cloudy throughout the day.,partly-cloudy-day,1378687284,1378732193,0.14,0,0,0,35.58,1378719000,26.59,1378765800,37.27,1378719000,28,1378765800,19.57,0.53,1.1,306,0.3,8,1378708200,4.19,25.57,1378686600,35.58,1378719000,26.17,1378686600,37.27,1378719000
1378751400,Partly cloudy throughout the day.,partly-cloudy-day,1378773709,1378818525,0.18,0,0,0,35.58,1378805400,26.08,1378859400,37.27,1378809000,26.55,1378859400,19.16,0.5,1.16,0.26,8,8,1378798200,4.103,26.59,1378765800,35.58,1378805400,28,1378765800,37.27,1378809000
1378837800,Foggy overnight.,partly-cloudy-day,1378860133,1378904858,0.21,0,0,0,36.6,1378899000,27.57,1378945800,37.82,1378899000,29.58,1378945800,18.6,0.48,1.29,322,0.32,6,1378888200,4.146,26.08,1378859400,36.6,1378899000,26.55,1378859400,37.82,1378899000
1378924200,Foggy in the morning and overnight.,partly-cloudy-day,1378946557,1378991190,0.25,0,0,0,37.08,1378978200,27.57,1379032200,39.07,1378978200,30.05,1379032200,20.18,0.5,1.63,93,0.36,9,1378967400,4.047,27.57,1378945800,37.08,1378978200,29.58,1378945800,39.07,1378978200
1379010600,Humid throughout the day.,partly-cloudy-day,1379032982,1379077521,0.29,0,0,0,35.07,1379053800,26.59,1379115000,38.9,1379050200,28.42,1379115000,21.65,0.61,0.8,0.4,9,9,1379053800,3.337,27.57,1379032200,35.07,1379053800,29.81,1379097000,38.9,1379050200
1379097000,Humid throughout the day.,partly-cloudy-day,1379119406,1379163853,0.32,0,0,0,37.08,1379154600,26.59,1379205000,39.23,1379140200,28.27,1379205000,20.63,0.55,0.69,54,0.29,9,1379140200,3.749,26.59,1379115000,37.08,1379154600,28.42,1379115000,39.23,1379140200
1379183400,Humid throughout the day.,partly-cloudy-day,1379205830,1379250185,0.36,0,0,0,37.57,1379237400,22.58,1379291400,41.77,1379237400,22.99,1379291400,20.99,0.55,0.59,102,0.26,4,1379237400,3.844,26.59,1379205000,37.57,1379237400,28.27,1379205000,41.77,1379237400
1379269800,Foggy in the morning and overnight.,partly-cloudy-day,1379292255,1379336516,0.4,0,0,0,36.6,1379323800,25.57,1379370600,38.48,1379323800,26.17,1379374200,19.83,0.58,3.94,345,0.42,7,1379313000,3.661,22.58,1379291400,36.6,1379323800,22.99,1379291400,38.48,1379323800
1379356200,Humid throughout the day.,partly-cloudy-day,1379378679,1379422847,0.43,0,0,0,35.07,1379406600,25.57,1379467800,37.78,1379410200,26.29,1379467800,20.47,0.58,1.6,65,0.37,7,1379399400,3.909,25.57,1379370600,35.07,1379406600,26.17,1379374200,37.78,1379410200
1379442600,Humid throughout the day.,partly-cloudy-day,1379465103,1379509179,0.47,0,0,0,36.6,1379493000,25.07,1379550600,38.48,1379493000,25.5,1379550600,20.29,0.56,1,343,0.25,7,1379482200,3.702,25.57,1379467800,36.6,1379493000,26.29,1379467800,38.48,1379493000
1379529000,Foggy in the morning and overnight.,clear-day,1379551527,1379595510,0.51,0,0,0,36.6,1379579400,26.08,1379640600,36.6,1379579400,26.34,1379640600,17.54,0.48,1.36,81,0,7,1379529000,3.413,25.07,1379550600,36.6,1379579400,25.5,1379550600,36.6,1379579400
1379615400,Humid throughout the day.,partly-cloudy-day,1379637952,1379681841,0.54,0,0,0,33.59,1379662200,26.08,1379691000,37.77,1379662200,28.06,1379691000,20.84,0.63,3.01,77,0.49,8,1379658600,3.869,26.08,1379640600,33.59,1379662200,26.34,1379640600,37.77,1379662200
1379701800,Humid throughout the day.,partly-cloudy-day,1379724376,1379768172,0.58,0,0,0,32.09,1379752200,25.57,1379781000,36.89,1379752200,26.49,1379781000,22.87,0.74,3.91,75,0.74,6,1379745000,3.839,25.57,1379781000,32.09,1379752200,26.49,1379781000,36.89,1379752200
1379788200,Windy overnight.,partly-cloudy-day,1379810801,1379854504,0.61,0,0,0,31.59,1379842200,26.59,1379892600,37.96,1379842200,29.26,1379892600,24.01,0.78,5.54,64,0.64,6,1379831400,3.232,25.57,1379788200,31.59,1379842200,26.56,1379788200,37.96,1379842200
1379874600,Humid throughout the day.,partly-cloudy-day,1379897226,1379940835,0.64,0,0,0,33.59,1379932200,26.59,1379971800,37.77,1379932200,29.07,1379971800,23.19,0.68,3.21,68,0.48,7,1379917800,4.143,26.59,1379892600,33.59,1379932200,29.26,1379892600,37.77,1379932200
1379961000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1379983651,1380027167,0.67,0,0,0,32.09,1380007800,25.57,1380069000,38.65,1380007800,26.42,1380069000,23.54,0.7,3.43,105,0.51,7,1380004200,4.062,26.59,1379971800,32.09,1380007800,29.07,1379971800,38.65,1380007800
1380047400,Humid throughout the day.,partly-cloudy-day,1380070076,1380113498,0.7,0,0,0,32.09,1380105000,26.08,1380155400,36.89,1380105000,27.95,1380155400,23.21,0.74,1.71,110,0.51,7,1380090600,4.062,25.57,1380069000,32.09,1380105000,26.42,1380069000,36.89,1380105000
1380133800,Humid throughout the day.,partly-cloudy-day,1380156501,1380199830,0.73,0,0,0,33.09,1380187800,25.57,1380238200,36.67,1380187800,26.29,1380238200,22.33,0.66,2.21,230,0.46,7,1380180600,3.987,26.08,1380155400,33.09,1380187800,27.95,1380155400,36.67,1380187800
1380220200,Foggy in the morning and overnight.,partly-cloudy-day,1380242927,1380286162,0.76,0,0,0,33.59,1380274200,24.57,1380328200,35.29,1380274200,25.32,1380328200,20.48,0.6,2.98,251,0.31,8,1380263400,4.292,25.57,1380238200,33.59,1380274200,26.29,1380238200,35.29,1380274200
1380306600,Humid throughout the day.,partly-cloudy-day,1380329352,1380372494,0.79,0,0,0,31.08,1380349800,24.57,1380418200,33.55,1380346200,25.46,1380418200,21.1,0.67,1.5,227,0.66,6,1380346200,3.666,24.57,1380328200,31.08,1380349800,25.32,1380328200,33.55,1380346200
1380393000,Humid and foggy throughout the day.,cloudy,1380415778,1380458827,0.82,0,0,0,27.57,1380443400,23.08,1380493800,31.16,1380443400,23.81,1380493800,22.94,0.81,1.82,67,0.9,4,1380436200,2.997,24.57,1380418200,27.57,1380443400,25.46,1380418200,31.16,1380443400
1380479400,Humid throughout the day.,partly-cloudy-day,1380502204,1380545160,0.86,0,0,0,31.08,1380537000,25.57,1380573000,35.59,1380537000,26.42,1380573000,22.9,0.79,3.56,82,0.68,5,1380522600,3.015,23.08,1380493800,31.08,1380537000,23.81,1380493800,35.59,1380537000
1380565800,Humid throughout the day.,partly-cloudy-day,1380588631,1380631493,0.89,0,0,0,31.08,1380616200,25.57,1380666600,35.59,1380616200,26.29,1380670200,23.08,0.73,3.54,79,0.45,5,1380605400,3.704,25.57,1380573000,31.08,1380616200,26.42,1380573000,35.59,1380616200
1380652200,Humid throughout the day.,partly-cloudy-day,1380675057,1380717827,0.92,0,0,0,31.59,1380709800,25.07,1380760200,35.75,1380709800,25.68,1380760200,22.5,0.71,3.02,81,0.43,6,1380695400,3.446,25.57,1380666600,31.59,1380709800,26.29,1380670200,35.75,1380709800
1380738600,Foggy in the morning and overnight.,partly-cloudy-day,1380761484,1380804161,0.95,0,0,0,30.08,1380785400,23.57,1380825000,32.65,1380785400,24.08,1380825000,21.22,0.72,3.96,79,0.46,7,1380781800,3.712,23.57,1380825000,30.08,1380785400,24.08,1380825000,32.65,1380785400
1380825000,Foggy in the morning.,partly-cloudy-day,1380847912,1380890495,0.99,0,0,0,27.08,1380879000,23.77,1380918600,29.13,1380879000,24.52,1380918600,20.9,0.79,3.27,49,0.69,5,1380871800,3.424,23.57,1380825000,27.08,1380879000,24.08,1380825000,29.13,1380879000
1380911400,Foggy in the evening and overnight.,partly-cloudy-day,1380934339,1380976830,0.02,0,0,0,32.09,1380965400,23.57,1381019400,34.84,1380961800,24.36,1381019400,21.47,0.71,1.69,47,0.6,6,1380958200,3.515,23.77,1380918600,32.09,1380965400,24.52,1380918600,34.84,1380961800
1380997800,Humid throughout the day.,partly-cloudy-day,1381020767,1381063165,0.06,0,0,0,33.59,1381055400,25.07,1381105800,36.4,1381062600,25.94,1381105800,21.53,0.65,0.94,103,0.42,6,1381041000,3.407,23.57,1381019400,33.59,1381055400,24.36,1381019400,36.4,1381062600
1381084200,Humid throughout the day.,partly-cloudy-day,1381107195,1381149501,0.09,0,0,0,34.08,1381138200,25.57,1381192200,37.42,1381138200,26.29,1381192200,22.38,0.69,0.83,116,0.34,7,1381127400,3.143,25.07,1381105800,34.08,1381138200,25.94,1381105800,37.42,1381138200
1381170600,Humid throughout the day.,partly-cloudy-day,1381193624,1381235838,0.13,0,0,0,33.59,1381228200,25.57,1381267800,36.83,1381228200,26.29,1381267800,21.72,0.66,1.74,81,0.33,6,1381213800,3.143,25.57,1381192200,33.59,1381228200,26.29,1381192200,36.83,1381228200
1381257000,Humid throughout the day.,partly-cloudy-day,1381280053,1381322175,0.17,0,0,0,33.59,1381307400,24.57,1381365000,37.29,1381307400,25.25,1381365000,21.58,0.66,3.06,95,0.38,5,1381300200,3.406,25.57,1381267800,33.59,1381307400,26.29,1381267800,37.29,1381307400
1381343400,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1381366483,1381408512,0.2,0,0,0,33.59,1381397400,24.57,1381447800,36.06,1381390200,25.19,1381447800,21.14,0.67,2.55,99,0.25,6,1381386600,3.369,24.57,1381365000,33.59,1381397400,25.25,1381365000,36.06,1381390200
1381429800,Foggy throughout the day.,partly-cloudy-day,1381452913,1381494851,0.24,0,0,0,32.09,1381473000,22.58,1381501800,34.63,1381473000,23.06,1381505400,20.48,0.75,1.53,80,0.42,6,1381473000,3.097,21.58,1381483800,32.09,1381473000,22.02,1381483800,34.63,1381473000
1381516200,Foggy in the morning and afternoon.,partly-cloudy-day,1381539343,1381581190,0.28,0,0,0,29.58,1381570200,23.57,1381599000,31.74,1381570200,24.22,1381599000,20.96,0.82,2.55,80,0.55,5,1381559400,3.183,22.58,1381516200,29.58,1381570200,23.13,1381516200,31.74,1381570200
1381602600,Humid throughout the day.,partly-cloudy-day,1381625774,1381667529,0.31,0,0,0,30.08,1381653000,24.87,1381707000,33.02,1381653000,25.6,1381707000,21.81,0.74,1.44,81,0.47,6,1381645800,3.5,23.57,1381602600,30.08,1381653000,24.22,1381602600,33.02,1381653000
1381689000,Humid throughout the day.,partly-cloudy-day,1381712205,1381753870,0.35,0,0,0,32.58,1381743000,23.08,1381793400,34.83,1381743000,23.74,1381793400,21.48,0.69,1.11,220,0.47,6,1381732200,3.542,24.87,1381707000,32.58,1381743000,25.6,1381707000,34.83,1381743000
1381775400,Foggy throughout the day.,partly-cloudy-day,1381798636,1381840211,0.38,0,0,0,33.59,1381829400,22.58,1381883400,33.63,1381836600,22.87,1381883400,19.14,0.61,0.62,325,0.29,7,1381818600,2.818,23.08,1381793400,33.59,1381829400,23.74,1381793400,33.63,1381836600
1381861800,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1381885069,1381926553,0.42,0,0,0,34.57,1381919400,24.57,1381959000,34.57,1381919400,24.83,1381959000,17.67,0.57,1.04,295,0.27,3,1381915800,3.085,22.58,1381883400,34.57,1381919400,22.87,1381883400,34.57,1381919400
1381948200,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1381971501,1382012895,0.45,0,0,0,35.58,1382005800,24.57,1382052600,35.58,1382005800,24.62,1382052600,16.63,0.46,1.53,314,0.41,3,1382002200,3.5,24.57,1381959000,35.58,1382005800,24.83,1381959000,35.58,1382005800
1382034600,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1382057934,1382099239,0.49,0,0,0,34.57,1382085000,22.58,1382146200,34.57,1382085000,22.58,1382146200,15.41,0.43,1.88,0.42,3,3,1382088600,3.57,24.57,1382052600,34.57,1382085000,24.62,1382052600,34.57,1382085000
1382121000,Foggy throughout the day.,partly-cloudy-day,1382144368,1382185583,0.52,0,0,0,34.57,1382178600,21.58,1382232600,34.57,1382178600,21.58,1382232600,14.61,0.45,0.7,67,0.32,3,1382175000,3.107,22.58,1382146200,34.57,1382178600,22.58,1382146200,34.57,1382178600
1382207400,Foggy throughout the day.,partly-cloudy-day,1382230802,1382271929,0.55,0,0,0,33.59,1382261400,19.58,1382308200,33.59,1382261400,19.58,1382308200,12.68,0.44,0.82,94,0.19,7,1382250600,3.01,21.58,1382232600,33.59,1382261400,21.58,1382232600,33.59,1382261400
1382293800,"Foggy until morning, starting again in the evening.",clear-day,1382317236,1382358275,0.59,0,0,0,33.59,1382340600,20.08,1382405400,33.59,1382340600,20.08,1382405400,10.12,0.4,0.71,141,7,7,1382337000,2.86,19.58,1382308200,33.59,1382340600,19.58,1382308200,33.59,1382340600
1382380200,"Foggy until morning, starting again in the evening.",clear-day,1382403671,1382444622,0.62,0,0,0,34.57,1382437800,19.58,1382484600,34.57,1382437800,19.58,1382484600,8.14,0.34,0.74,200,0,7,1382380200,3.134,20.08,1382405400,34.57,1382437800,20.08,1382405400,34.57,1382437800
1382466600,"Foggy until morning, starting again in the evening.",clear-day,1382490107,1382530970,0.65,0,0,0,33.09,1382520600,21.58,1382571000,33.09,1382520600,21.58,1382571000,9.71,0.38,1.11,108,0,7,1382466600,2.916,19.58,1382484600,33.09,1382520600,19.58,1382484600,33.09,1382520600
1382553000,Foggy throughout the day.,clear-day,1382576543,1382617319,0.68,0,0,0,30.58,1382603400,21.58,1382657400,30.58,1382603400,21.58,1382657400,14.28,0.5,1.4,86,0,7,1382553000,2.392,21.58,1382571000,30.58,1382603400,21.58,1382571000,30.58,1382603400
1382639400,Foggy throughout the day.,clear-day,1382662979,1382703669,0.71,0,0,0,31.59,1382693400,23.09,1382747400,31.59,1382693400,23.09,1382747400,13.84,0.5,0.96,75,0,7,1382639400,2.37,21.58,1382657400,31.59,1382693400,21.58,1382657400,31.59,1382693400
1382725800,Foggy throughout the day.,clear-day,1382749416,1382790021,0.74,0,0,0,31.59,1382776200,20.58,1382826600,31.59,1382776200,20.58,1382826600,11.77,0.43,1.1,80,0,7,1382725800,2.139,23.08,1382812200,31.59,1382776200,23.08,1382812200,31.59,1382776200
1382812200,Foggy throughout the day.,clear-day,1382835854,1382876373,0.77,0,0,0,31.08,1382859000,18.58,1382913000,31.08,1382859000,18.58,1382913000,10.39,0.43,1.01,37,1,7,1382841000,2.206,20.58,1382826600,31.08,1382859000,20.58,1382826600,31.08,1382859000
1382898600,Foggy throughout the day.,clear-day,1382922292,1382962726,0.8,0,0,0,33.59,1382952600,17.58,1383006600,33.59,1382952600,17.58,1383006600,8.26,0.39,1.26,268,0,7,1382898600,2.465,18.58,1382913000,33.59,1382952600,18.58,1382913000,33.59,1382952600
1382985000,"Foggy until morning, starting again in the evening.",clear-day,1383008730,1383049081,0.83,0,0,0,33.59,1383035400,19.58,1383096600,33.59,1383035400,19.58,1383096600,8.19,0.36,1.05,290,0,7,1382985000,2.764,17.58,1383006600,33.59,1383035400,17.58,1383006600,33.59,1383035400
1383071400,"Foggy until morning, starting again in the evening.",clear-day,1383095169,1383135436,0.86,0,0,0,32.58,1383125400,20.58,1383175800,32.58,1383125400,20.58,1383175800,11.31,0.42,0.92,3,0,7,1383125400,2.347,19.58,1383096600,32.58,1383125400,19.58,1383096600,32.58,1383125400
1383157800,Foggy throughout the day.,clear-day,1383181609,1383221793,0.9,0,0,0,31.59,1383211800,20.08,1383262200,31.59,1383211800,20.08,1383262200,12.35,0.45,0.55,0,0,7,1383157800,2.494,20.58,1383175800,31.59,1383211800,20.58,1383175800,31.59,1383211800
1383244200,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1383268048,1383308151,0.93,0,0,0,31.59,1383291000,20.08,1383352200,31.59,1383291000,20.08,1383352200,12.1,0.44,1.82,292,0.23,4,1383294600,2.752,20.08,1383262200,31.59,1383291000,20.08,1383262200,31.59,1383291000
1383330600,Foggy throughout the day.,clear-day,1383354489,1383394510,0.97,0,0,0,29.28,1383384600,15.09,1383438600,29.28,1383384600,15.09,1383438600,9.33,0.41,1.33,0,0.23,4,1383330600,1.909,20.08,1383352200,29.28,1383384600,20.08,1383352200,29.28,1383384600
1383417000,Foggy throughout the day.,clear-day,1383440930,1383480870,0,0,0,0,29.58,1383471000,16.58,1383525000,29.58,1383471000,16.58,1383525000,6.7,0.4,0.57,88,0,4,1383417000,1.94,15.09,1383438600,29.58,1383471000,15.09,1383438600,29.58,1383471000
1383503400,Foggy throughout the day.,clear-day,1383527371,1383567232,0.04,0,0,0,29.58,1383553800,18.58,1383615000,29.58,1383553800,18.58,1383615000,5.3,0.35,0.73,108,2,4,1383535800,2.279,16.58,1383525000,29.58,1383553800,16.58,1383525000,29.58,1383553800
1383589800,Foggy throughout the day.,clear-day,1383613812,1383653595,0.08,0,0,0,29.58,1383647400,18.08,1383697800,29.58,1383647400,18.08,1383697800,6.41,0.35,1.55,104,5,4,1383633000,2.026,18.58,1383615000,29.58,1383647400,18.58,1383615000,29.58,1383647400
1383676200,Foggy throughout the day.,clear-day,1383700255,1383739959,0.12,0,0,0,29.09,1383730200,19.18,1383780600,29.09,1383730200,19.18,1383780600,7.3,0.37,2.38,103,0,4,1383676200,2.339,18.08,1383697800,29.09,1383730200,18.08,1383697800,29.09,1383730200
1383762600,Foggy throughout the day.,partly-cloudy-day,1383786697,1383826324,0.15,0,0,0,25.07,1383816600,18.08,1383874200,25.07,1383816600,18.08,1383874200,12.2,0.54,4.08,76,0.48,5,1383805800,1.78,19.18,1383780600,25.07,1383816600,19.18,1383780600,25.07,1383816600
1383849000,Foggy throughout the day.,partly-cloudy-day,1383873140,1383912691,0.19,0,0,0,25.57,1383899400,15.58,1383957000,25.57,1383899400,15.58,1383957000,13.6,0.63,2.47,85,0.63,3,1383885000,1.994,18.08,1383874200,25.57,1383899400,18.08,1383874200,25.57,1383899400
1383935400,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1383959583,1383999059,0.23,0,0,0,26.08,1383989400,17.58,1384047000,26.08,1383989400,17.58,1384047000,12.11,0.6,1.12,70,0.43,5,1383978600,2.502,15.58,1383957000,26.08,1383989400,15.58,1383957000,26.08,1383989400
1384021800,Foggy throughout the day.,partly-cloudy-day,1384046026,1384085429,0.26,0,0,0,25.57,1384072200,14.08,1384129800,25.57,1384072200,14.08,1384129800,11.92,0.57,1.11,56,0.42,5,1384065000,1.572,17.58,1384047000,25.57,1384072200,17.58,1384047000,25.57,1384072200
1384108200,Foggy throughout the day.,partly-cloudy-day,1384132470,1384171799,0.3,0,0,0,24.57,1384155000,13.58,1384212600,24.57,1384155000,13.58,1384212600,8.48,0.51,0.93,229,0.28,0,1384137000,2.245,14.08,1384129800,24.57,1384155000,14.08,1384129800,24.57,1384155000
1384194600,Foggy in the morning and overnight.,clear-day,1384218914,1384258172,0.34,0,0,0,27.08,1384248600,14.98,1384299000,27.08,1384248600,14.98,1384299000,5.7,0.46,0.72,0,0.28,0,1384194600,2.933,13.58,1384212600,27.08,1384248600,13.58,1384212600,27.08,1384248600
1384281000,Foggy throughout the day.,clear-day,1384305359,1384344545,0.37,0,0,0,26.59,1384335000,12.58,1384392600,26.59,1384335000,12.58,1384392600,4.75,0.39,0.92,36,0,0,1384281000,2.318,14.98,1384299000,26.59,1384335000,14.98,1384299000,26.59,1384335000
1384367400,Foggy throughout the day.,clear-day,1384391803,1384430920,0.4,0,0,0,26.59,1384421400,12.58,1384475400,26.59,1384421400,12.58,1384475400,2.71,0.38,1.1,51,0,0,1384367400,2.418,12.58,1384392600,26.59,1384421400,12.58,1384392600,26.59,1384421400
1384453800,Foggy throughout the day.,clear-day,1384478248,1384517297,0.44,0,0,0,26.08,1384500600,13.58,1384561800,26.08,1384500600,13.58,1384561800,4.64,0.43,0.88,14,0,0,1384453800,2.356,12.58,1384475400,26.08,1384500600,12.58,1384475400,26.08,1384500600
1384540200,Foggy throughout the day.,clear-day,1384564693,1384603674,0.47,0,0,0,26.59,1384594200,12.58,1384655400,26.59,1384594200,12.58,1384655400,3.83,0.36,0.79,0,0,0,1384540200,2.366,13.58,1384561800,26.59,1384594200,13.58,1384561800,26.59,1384594200
1384626600,Foggy throughout the day.,clear-day,1384651139,1384690054,0.5,0,0,0,27.57,1384684200,14.08,1384731000,27.57,1384684200,14.08,1384731000,4.36,0.39,0.67,85,0,0,1384626600,2.159,12.58,1384655400,27.57,1384684200,12.58,1384655400,27.57,1384684200
1384713000,Foggy throughout the day.,clear-day,1384737584,1384776434,0.53,0,0,0,28.59,1384767000,12.58,1384824600,28.59,1384767000,12.58,1384824600,3.65,0.37,0.84,346,0,0,1384713000,2.532,14.08,1384731000,28.59,1384767000,14.08,1384731000,28.59,1384767000
1384799400,"Foggy until morning, starting again in the evening.",clear-day,1384824029,1384862817,0.56,0,0,0,28.08,1384853400,15.08,1384903800,28.08,1384853400,15.08,1384903800,3.84,0.38,1.03,313,0,0,1384799400,2.641,12.58,1384824600,28.08,1384853400,12.58,1384824600,28.08,1384853400
1384885800,"Foggy until morning, starting again in the evening.",clear-day,1384910475,1384949200,0.59,0,0,0,29.09,1384936200,13.58,1384993800,29.09,1384936200,13.58,1384993800,4.5,0.37,1.03,289,0,0,1384885800,3.059,15.08,1384903800,29.09,1384936200,15.08,1384903800,29.09,1384936200
1384972200,Foggy starting in the afternoon.,clear-day,1384996920,1385035585,0.62,0,0,0,29.09,1385026200,18.08,1385055000,29.09,1385026200,18.08,1385055000,5.53,0.36,1.1,246,5,0,1385015400,2.791,13.58,1384993800,29.09,1385026200,13.58,1384993800,29.09,1385026200
1385058600,"Foggy until morning, starting again in the evening.",clear-day,1385083366,1385121972,0.65,0,0,0,28.59,1385112600,14.58,1385163000,28.59,1385112600,14.58,1385163000,6.67,0.38,1.46,89,0,0,1385058600,3.252,18.08,1385083800,28.59,1385112600,18.08,1385083800,28.59,1385112600
1385145000,Foggy throughout the day.,clear-day,1385169812,1385208360,0.68,0,0,0,27.57,1385199000,14.58,1385256600,27.57,1385199000,14.58,1385256600,8.03,0.49,0.69,198,0,0,1385145000,2.485,14.58,1385163000,27.57,1385199000,14.58,1385163000,27.57,1385199000
1385231400,Foggy throughout the day.,clear-day,1385256257,1385294750,0.71,0,0,0,29.58,1385285400,15.08,1385343000,29.58,1385285400,15.08,1385343000,7.36,0.45,0.59,190,0,0,1385231400,2.284,14.58,1385256600,29.58,1385285400,14.58,1385256600,29.58,1385285400
1385317800,Foggy throughout the day.,clear-day,1385342703,1385381141,0.74,0,0,0,29.58,1385375400,15.08,1385422200,29.58,1385375400,15.08,1385422200,7.28,0.45,0.76,171,0,0,1385317800,2.231,15.08,1385343000,29.58,1385375400,15.08,1385343000,29.58,1385375400
1385404200,Foggy throughout the day.,clear-day,1385429148,1385467533,0.78,0,0,0,29.58,1385454600,16.08,1385505000,29.58,1385454600,16.08,1385505000,6.33,0.37,1.53,328,5,0,1385447400,2.367,15.08,1385422200,29.58,1385454600,15.08,1385422200,29.58,1385454600
1385490600,"Foggy until morning, starting again in the evening.",partly-cloudy-day,1385515593,1385553927,0.81,0,0,0,29.58,1385537400,14.58,1385602200,29.58,1385537400,14.58,1385602200,7.07,0.42,0.76,259,0.19,4,1385533800,2.505,16.08,1385505000,29.58,1385537400,16.08,1385505000,29.58,1385537400
1385577000,Foggy in the morning and overnight.,clear-day,1385602038,1385640323,0.84,0,0,0,29.09,1385631000,14.58,1385685000,29.09,1385631000,14.58,1385685000,7.22,0.42,1,76,3,4,1385613000,2.963,14.58,1385602200,29.09,1385631000,14.58,1385602200,29.09,1385631000
1385663400,"Foggy until morning, starting again in the evening.",clear-day,1385688483,1385726720,0.88,0,0,0,28.59,1385713800,14.08,1385775000,28.59,1385713800,14.08,1385775000,5.86,0.41,0.96,11,0,4,1385663400,2.729,14.58,1385685000,28.59,1385713800,14.58,1385685000,28.59,1385713800
1385749800,Foggy in the morning and overnight.,clear-day,1385774927,1385813119,0.91,0,0,0,26.08,1385793000,13.58,1385857800,26.08,1385793000,13.58,1385857800,6.57,0.48,0.33,320,0,4,1385749800,2.255,14.08,1385775000,26.08,1385793000,14.08,1385775000,26.08,1385793000
1385836200,Foggy throughout the day.,clear-day,1385861371,1385899519,0.95,0,0,0,27.57,1385890200,13.08,1385944200,27.57,1385890200,13.08,1385944200,4.47,0.39,0.65,242,0,4,1385836200,2.664,13.58,1385857800,27.57,1385890200,13.58,1385857800,27.57,1385890200
1385922600,"Foggy until morning, starting again in the evening.",clear-day,1385947815,1385985921,0.99,0,0,0,27.57,1385973000,14.08,1386034200,27.57,1385973000,14.08,1386034200,4.42,0.4,0.8,136,0,4,1385922600,2.745,13.08,1385944200,27.57,1385973000,13.08,1385944200,27.57,1385973000
1386009000,"Foggy until morning, starting again in the evening.",clear-day,1386034258,1386072324,0.02,0,0,0,27.57,1386059400,14.08,1386120600,27.57,1386059400,14.08,1386120600,6.79,0.44,1.19,84,0,4,1386009000,2.702,14.08,1386034200,27.57,1386059400,14.08,1386034200,27.57,1386059400
1386095400,"Foggy until morning, starting again in the evening.",clear-day,1386120701,1386158728,0.06,0,0,0,26.59,1386145800,11.57,1386207000,26.59,1386145800,11.57,1386207000,7.01,0.45,1.05,350,0,4,1386095400,2.733,14.08,1386120600,26.59,1386145800,14.08,1386120600,26.59,1386145800
1386181800,"Foggy until morning, starting again in the evening.",clear-day,1386207144,1386245134,0.1,0,0,0,26.08,1386232200,11.57,1386289800,26.08,1386232200,11.57,1386289800,3.42,0.41,1.06,344,0,4,1386181800,2.728,11.57,1386207000,26.08,1386232200,11.57,1386207000,26.08,1386232200
